farm_id,region,season,irrigation,soil_quality,rice_variety,rainfall_mm,temperature_c,humidity_pct,fertilizer_kg_ha,pesticide_l_ha,land_area_ha,planting_density,yield_ton_ha,risk_category
FARM_253,Tadah Hujan,Musim Kemarau,Semi Teknis,Rendah,Varietas A,47.76,28.94,76.48,115.96,2.31,1.72,27.5,5.3,Risiko Sedang
FARM_022,Dataran Rendah,Musim Kemarau,Teknis,Tinggi,Varietas B,142.69,29.21,67.15,104.93,3.26,0.88,31.25,7.43,Risiko Rendah
FARM_314,Tadah Hujan,Musim Hujan,Teknis,Sedang,Varietas A,175.68,27.77,82.35,64.1,1.82,2.77,25.29,7.36,Risiko Rendah
FARM_161,Dataran Menengah,Musim Kemarau,Teknis,Tinggi,Varietas A,119.07,26.65,61.83,,1.44,1.69,28.51,8.38,Risiko Rendah
FARM_277,Dekat Sungai,Musim Hujan,Tadah Hujan,Tinggi,Varietas A,201.48,25.25,79.07,93.05,1.53,0.76,21.75,7.12,Risiko Rendah
FARM_192,Tadah Hujan,Musim Kemarau,Teknis,Tinggi,Varietas A,62.18,27.63,73.19,64.02,1.33,1.04,20.24,6.13,Risiko Rendah
FARM_294,Dataran Menengah,Musim Kemarau,Teknis,Sedang,Varietas A,131.48,23.41,68.6,79.46,2.57,0.64,22.02,6.41,Risiko Rendah
FARM_258,Dekat Sungai,Musim Hujan,Teknis,Sedang,Varietas A,218.78,27.25,89.86,116.65,3.78,0.46,24.8,7.55,Risiko Rendah
FARM_309,Dekat Sungai,Musim Hujan,Teknis,Tinggi,Varietas B,392.12,28.7,79.89,123.68,1.29,2.69,19.37,4.51,Risiko Sedang
FARM_150,Dataran Rendah,Musim Kemarau,Tadah Hujan,Sedang,Varietas B,99.15,24.87,77.62,111.75,1.94,0.79,21.48,5.6,Risiko Sedang
FARM_131,Dataran Menengah,Musim Hujan,Teknis,Sedang,Varietas B,240.41,25.7,77.14,83.36,1.9,1.39,24.74,7.02,Risiko Rendah
FARM_152,Dataran Rendah,Musim Hujan,Teknis,Rendah,Varietas C,240.71,27.47,85.13,159.19,1.7,0.57,23.21,8.18,Risiko Rendah
FARM_100,Dataran Rendah,Musim Hujan,Teknis,Sedang,Varietas B,318.23,26.79,78.26,88.78,3.01,3.32,20.66,6.43,Risiko Rendah
FARM_088,Dekat Sungai,Musim Kemarau,Tadah Hujan,Sedang,Varietas A,118.43,29.55,79.34,126.44,2.43,1.3,24.1,6.33,Risiko Rendah
FARM_331,Dataran Menengah,Musim Hujan,Tadah Hujan,Rendah,Varietas B,160.34,25.72,76.63,131.03,2.31,1.41,21.69,6.46,Risiko Rendah
FARM_215,Dekat Sungai,Musim Kemarau,Teknis,Tinggi,Varietas A,104.37,31.02,74.68,131.86,1.93,1.11,21.82,7.41,Risiko Rendah
FARM_122,Tadah Hujan,Musim Kemarau,Semi Teknis,Rendah,Varietas A,148.88,27.36,75.0,106.95,3.15,3.35,23.73,6.23,Risiko Rendah
FARM_360,Dataran Menengah,Musim Kemarau,Tadah Hujan,,Varietas A,,26.69,64.56,141.64,2.85,1.1,22.33,1.6,Risiko Tinggi
FARM_021,Dekat Sungai,Musim Hujan,Semi Teknis,Rendah,Varietas A,305.93,26.3,80.77,65.0,2.29,2.47,25.23,1.29,Risiko Tinggi
FARM_189,Dataran Menengah,Musim Hujan,Teknis,Sedang,Varietas A,286.9,27.31,74.86,107.75,2.58,1.52,24.11,7.31,Risiko Rendah
FARM_072,Dataran Rendah,Musim Kemarau,Semi Teknis,Tinggi,Varietas B,166.1,24.89,67.17,97.98,2.92,1.96,25.11,7.36,Risiko Rendah
FARM_107,Dataran Menengah,Musim Hujan,Teknis,Sedang,Varietas C,207.45,26.92,77.22,127.82,3.05,1.33,22.83,9.3,Risiko Rendah
FARM_271,Tadah Hujan,Musim Kemarau,Tadah Hujan,Tinggi,Varietas A,131.49,28.39,72.0,105.58,2.3,1.71,20.62,6.89,Risiko Rendah
FARM_349,Dataran Menengah,Musim Hujan,Teknis,Sedang,Varietas A,198.31,28.11,89.39,135.71,1.79,3.13,25.52,7.99,Risiko Rendah
FARM_103,Dataran Rendah,Musim Kemarau,Teknis,Sedang,Varietas B,67.33,28.64,73.32,109.75,2.95,1.67,20.45,6.38,Risiko Rendah
